,question,allennlp_entities,extracted_entities,image_urls
0,How does the human ear detect sound?,"['sound', 'the human ear']","[['sound', 'sound', 'sound', 'sound', 'sound'], ['External ear', 'External ear', 'External ear', 'External ear', 'External ear']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0a/Sands_of_Sound_from_the_Ness_of_Sound_-_geograph.org.uk_-_3751336.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/QueenCharlotteSound01LB.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Processing_of_sound-ca.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Reid%E2%80%A2Rambles%C2%B7on%C2%B7the%C2%B7Golden%C2%B7Coast%E2%80%A21886%E2%80%A2117%E2%80%A2Illustration--Dusky%C2%B7Sound%C2%B7%28p088%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Processing_of_sound.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/20/View_of_the_inner_and_outer_ear_%2811291056396%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Gray907.png', 'https://upload.wikimedia.org/wikipedia/commons/6/66/OreilleexterneSchema.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Human_right_ear_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Outer_Ear.jpg']]"
0,What is the process of diffusion in cells?,"['the process of diffusion in cells', 'the process', 'cells', 'diffusion']","[['Germanium', 'Cellular processes'], ['Systematic process', 'Systematic process'], ['Living cells', 'Living cells'], ['Transpiration pull', 'Transpiration pull']]","[['https://upload.wikimedia.org/wikipedia/commons/6/6f/Electron_shell_032_Germanium_-_no_label.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Control_mechanisms_in_cellular_processes_%281961%29_%2820503980698%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677673251%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/1/18/RsEGFP2-enables-fast-RESOLFT-nanoscopy-of-living-cells-elife00248f001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/RsEGFP2-enables-fast-RESOLFT-nanoscopy-of-living-cells-elife00248f002.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/97/Xylem_Cell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Xylem_rays_%28Tilia_Americana%29.jpg']]"
0,How do animals communicate through body language?,"['animals', 'body language']","[['Animals', 'Animals', 'Animals', 'Animals', 'Animals'], ['Facial expression', 'Facial expression', 'Limewater', 'Female body', 'Female body']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/5/58/LPP_for_emotional_relevant_VS_irrelevant_facial_expression.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Experiments_in_physiology._Natural_facial_expression_Wellcome_L0040089.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/The_Crockett_almanac_-_containing_sprees_and_scrapes_in_the_West%3B_life_and_manners_in_the_backwoods%2C_and_exploits_and_adventures_on_the_praries_%281842%29_%2814596658617%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Female_body.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Veronese_-_Palazzo_Ducale_Consiglio_dei_Dieci_-_Female_Figure_Breaking_her_Chains.jpg']]"
0,What is the function of the excretory system?,"['the function', 'the function of the excretory system', 'the excretory system']","[['Functional groups', 'Functional groups', 'Functional groups'], ['Human excreta', 'Oral rehydration solution', 'Excreta'], ['Human excreta', 'Oral rehydration solution', 'Excreta']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Phosphonato_group.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Phosphate_group.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pathways_used_to_derive_functional_groups_of_planktonic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/1/16/BywaterDoesFecalMatter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/DripDrop_ORS_Flavor_packets_and_cup_of_watermelon_DripDrop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Renal_Acidosis_excretion_of_Bicarbonate.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/1/16/BywaterDoesFecalMatter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/DripDrop_ORS_Flavor_packets_and_cup_of_watermelon_DripDrop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Renal_Acidosis_excretion_of_Bicarbonate.jpg']]"
0,What is the difference between potential energy and kinetic energy?,"['potential energy', 'kinetic energy', 'the difference between potential energy and kinetic energy', 'potential energy and kinetic energy', 'the difference']","[['Potential energy', 'Potential energy'], ['Kinetic energy', 'Kinetic energy'], ['Kinetic energy', 'Kinetic energy'], ['Potential energy', 'Potential energy'], ['Confusion', 'Confusion']]","[['https://upload.wikimedia.org/wikipedia/commons/f/fa/Gravitational_Oscillator_%26_law_of_Conservation_of_Energy_between_Kinetic_Energy_%26_Potential_Energy.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Qantum-vector-Kinetic_Energy_%26_Potential_%26_Energy-Gravitational_Oscillator.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/30/Wooden_roller_coaster_txgi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/TakTak_1460279_Nevit.gif'], ['https://upload.wikimedia.org/wikipedia/commons/3/30/Wooden_roller_coaster_txgi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/TakTak_1460279_Nevit.gif'], ['https://upload.wikimedia.org/wikipedia/commons/f/fa/Gravitational_Oscillator_%26_law_of_Conservation_of_Energy_between_Kinetic_Energy_%26_Potential_Energy.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Qantum-vector-Kinetic_Energy_%26_Potential_%26_Energy-Gravitational_Oscillator.png'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg']]"
0,What are the properties of different types of soils?,"['different types of soils', 'soils', 'the properties of different types of soils', 'the properties', 'different types']","[['Respiratory organs', 'Soils'], ['Respiratory organs', 'Soils'], ['Respiratory organs', 'Soils'], ['Specific properties', 'Specific properties'], ['Classification', 'Classification']]","[['https://upload.wikimedia.org/wikipedia/commons/2/2f/Respiratory_system-uk.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Crider_soil_USDA_NRCS_profile.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/2f/Respiratory_system-uk.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Crider_soil_USDA_NRCS_profile.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/2f/Respiratory_system-uk.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Crider_soil_USDA_NRCS_profile.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/3e/Pressure-specific_volume_chart_for_steam%2C_in_US_units.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Soils%2C_their_properties_and_management_%281915%29_%2820795877542%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png']]"
0,What are the main components of the Earth's atmosphere?,"[""the Earth 's"", 'the main components', ""the Earth 's atmosphere"", ""the main components of the Earth 's atmosphere""]","[['The earth', 'The earth'], ['Electronic components', 'Electronic components'], ['Atmosphere of the earth', 'Atmosphere of the earth'], ['Atmosphere of the earth', 'Atmosphere of the earth']]","[['https://upload.wikimedia.org/wikipedia/commons/3/36/3d_earth_globe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/BlackMarble_2016_rotating_globe_at_night_transparent.gif'], ['https://upload.wikimedia.org/wikipedia/commons/b/b0/Electronics_components_%288367300286%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Electronics_components_%288267017346%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/f9/Atmosphere_layers-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Layers_of_the_Atmosphere_of_the_Earth-Persian.png'], ['https://upload.wikimedia.org/wikipedia/commons/f/f9/Atmosphere_layers-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Layers_of_the_Atmosphere_of_the_Earth-Persian.png']]"
0,How do animals use camouflage for survival?,"['animals', 'survival', 'camouflage']","[['Animals', 'Animals', 'Animals'], ['Space survival', 'Space survival', 'Space survival'], ['Army', 'Army', 'Army']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8a/Orion_Crew_Survival_System_%28NHQ201910150022%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/2017_ASCAN_Helicopter_Water_Survival_Training.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Desert_Survival_Training_%287944887190%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/24/%C4%86wiczenia_taktyczno-logistyczne_zaopatrzeniowc%C3%B3w_z_11DKPanc_%2809%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Iris_Joyce%2C_a_new_recruit_to_the_Women%27s_Land_Army_is_weighed_at_the_Northampton_Institute_of_Agriculture%2C_during_1942._D8791.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Woman%27s_Land_Army_of_Calif._LOC_27510115381.jpg']]"
0,What is the greenhouse effect and its impact on climate?,"['the greenhouse effect', 'its impact on climate', 'climate', 'the greenhouse effect and its impact on climate', 'its impact']","[['Greenhouse effect', 'Greenhouse effect'], ['Global climate', 'Global climate'], ['Global climate', 'Global climate'], ['Greenhouse effect', 'Greenhouse effect'], ['Environmental impacts', 'Environmental impacts']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f2/Greenhouse_effect_with_energy_flows_shown_by_altitude.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Climate_Change_Schematic.svg'], ['https://upload.wikimedia.org/wikipedia/commons/e/e3/Map_world_climate_zones_%28simplified_to_10%29-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ClimateMap_World.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/e3/Map_world_climate_zones_%28simplified_to_10%29-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ClimateMap_World.png'], ['https://upload.wikimedia.org/wikipedia/commons/f/f2/Greenhouse_effect_with_energy_flows_shown_by_altitude.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Climate_Change_Schematic.svg'], ['https://upload.wikimedia.org/wikipedia/commons/9/96/Environmental_impact_of_aquatic_photosynthetic_microorganisms.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Radar_plots_of_rank-ordered_health_and_environmental_impacts_per_serving_of_food_consumed_per_day.jpg']]"
0,What are the effects of pollution on the environment?,"['the effects of pollution on the environment', 'pollution', 'the effects', 'the environment']","[['Environmental impacts', 'Environmental impacts'], ['Air pollution', 'Air pollution'], ['Physiological effects', 'Physiological effects'], ['Environmental management', 'Environmental management']]","[['https://upload.wikimedia.org/wikipedia/commons/9/96/Environmental_impact_of_aquatic_photosynthetic_microorganisms.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Radar_plots_of_rank-ordered_health_and_environmental_impacts_per_serving_of_food_consumed_per_day.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/AlfedPalmersmokestacks.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/21/Physiological_effects_of_carbon_dioxide_concentration_and_exposure_period.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Physiology-_a_manual_of_1000_questions_and_answers_systematically_arranged%2C_containing_a_full_treatment_of_the_physiological_effects_of_alcohol_and_narcotics_%281888%29_%2814784662513%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/5/55/RI-DEM_LOGO.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/UIS_Einteilung.png']]"
0,How does the human muscular system work?,['the human muscular system'],"[['Muscular tissues', 'Muscular tissues', 'Muscular tissues', 'Muscular tissues', 'Porpoises', 'Muscles', 'Muscles', 'Muscles', 'Muscles', 'Muscles']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ea/1116_Muscle_of_the_Male_Perineum.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Cornea_muscle-ad_tendon_mice_cart-horse-surf.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Gray_%E2%80%94_musculus_levator_glandulae_thyroideae.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Arm_muscles_front_superficial.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/HMSM_Porpoise_FL5727.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Levers_in_the_Skeletal_Muscular_System.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/1121_Intrinsic_Muscles_of_the_Hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Muscular_system-back.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Muscles_Controlled_by_the_Accessory_Nerve_-_Hebrew.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Skeletal_muscles_homo_sapiens.JPG']]"
0,What are the different types of ocean currents?,"['the different types of ocean currents', 'the different types', 'ocean currents']","[['Ocean current', 'Ocean current', 'Ocean current'], ['Classification', 'Classification', 'Classification'], ['Ocean current', 'Ocean current', 'Ocean current']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0e/Corrientes_peruanas.png', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Admiralty_Chart_No_5216_South_Pacific_Ocean_text.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Admiralty_Chart_No_5216_South_Pacific_Ocean%2C_Published_1942.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Traditional_classification_of_mixotrophic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/0/0e/Corrientes_peruanas.png', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Admiralty_Chart_No_5216_South_Pacific_Ocean_text.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Admiralty_Chart_No_5216_South_Pacific_Ocean%2C_Published_1942.jpg']]"
0,What are the properties of different types of waves?,"['the properties', 'different types of waves', 'different types', 'the properties of different types of waves', 'waves']","[['Specific properties', 'Specific properties'], ['Wave', 'Wave'], ['Classification', 'Classification'], ['Mechanical waves', 'Mechanical waves'], ['Wave', 'Wave']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3e/Pressure-specific_volume_chart_for_steam%2C_in_US_units.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Soils%2C_their_properties_and_management_%281915%29_%2820795877542%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/e1/Avance_de_un_pulso.gif', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Electromagnetic_Wave_%28Light_Wave%29_vs_Mechanical_Wave_%2801F8GF5HE8JPQG4GTVFG6EPC23%29.png'], ['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg']]"
0,How does the human excretory system maintain water balance?,"['the human excretory system', 'water balance']","[['Human excreta', 'Human excreta', 'Human excreta', 'Human excreta', 'Human excreta'], ['Water', 'Water', 'Water', 'Water', 'Water']]","[['https://upload.wikimedia.org/wikipedia/commons/1/16/BywaterDoesFecalMatter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Lai_Nullah.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Dziki_na_smieciach_Berlina.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Biohazard_bag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Farmers_of_forty_centuries_-_manure_boats_on_Soochow_creek%2C_Shanghai%2C_China.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/ff/H2O.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/H2O.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/H2O_2D_labelled.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Water_molecule_3D.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Water_molecule_dimensions.svg']]"
