,answer,allennlp_entities,extracted_entities,image_urls
0,Different types of microorganisms can have both positive and negative impacts on human health,"['Different types', 'Different types of microorganisms', 'human health', 'both positive and negative impacts on human health', 'microorganisms', 'both positive and negative impacts']","[['Bacteria', 'Bacteria', 'Bacteria', 'Unisexual flowers', 'Inorganic', 'Inorganic', 'Inorganic', 'Inorganic', 'Snow leopard', 'bacteria']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/Citrobacter_freundii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Symbiotic_nitrogen_fixing_bacteria_inside_legume_root_nodule_cells.tif', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Plant_responses_to_bacteria_in_the_rhizosphere.webp', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/The_flower_and_the_bee%3B_plant_life_and_pollination_%281918%29_%2814776780174%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Spatial_distribution_of_ocean_surface_dissolved_inorganic_carbon.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Inorganic_pyrophosphatase.png', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Dissolved_inorganic_carbon.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Sediment%2C_inorganic_chemistry.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Uncia_uncia_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Introducing_plant_beneficial_bacteria_into_plant_seed.jpg']]"
0,"Different types of waves have distinct properties and uses:

1","['Different types', 'distinct properties and uses', 'Different types of waves', 'waves']","[['Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave']]","[['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Blender3D_CircularWaveAnim.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/William-Adolphe_Bouguereau_%281825-1905%29_-_The_Wave_%281896%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Wave_Crashing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Porto_Covo_January_2020-11.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Breaking_Wave.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Breaking_wave_looped.gif', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Racing_the_Waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/I_am_a_wave..._-_Flickr_-_Hamed_Saber.jpg']]"
0,The principle of conservation of energy states that energy cannot be created or destroyed; it can only be transferred or transformed from one form to another,"['conservation', 'The principle of conservation of energy', 'another', 'conservation of energy', 'energy', 'one form', 'The principle']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
0,The human respiratory system is responsible for the exchange of oxygen and carbon dioxide between the body and the environment,"['the environment', 'oxygen', 'oxygen and carbon dioxide', 'the exchange of oxygen and carbon dioxide between the body and the environment', 'the body and the environment', 'The human respiratory system', 'the body', 'the exchange', 'carbon dioxide']","[['Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide']]","[['https://upload.wikimedia.org/wikipedia/commons/1/1f/Carbon-dioxide-2D-dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Carbon-dioxide-3D-vdW.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Carbon_dioxide_structure.png', 'https://upload.wikimedia.org/wikipedia/commons/4/46/3D_dioxyde_de_carbone.PNG', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Predicted_effects_of_elevated_carbon_dioxide_on_soil_carbon_reserves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/2017_Fossil_Carbon_Dioxide_%28CO%E2%82%82%29_Emissions_by_Jurisdiction_as_%25_of_World_Total.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Carbon_dioxide.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Carbon_dioxide_and_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Carbon-dioxide-elpot.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Carbon_dioxide_antibonding_orbital.png']]"
0,Genetic engineering is a scientific technique that involves manipulating the DNA (genetic material) of an organism,"['genetic material', 'a scientific technique', 'the DNA', 'the DNA genetic material of an organism', 'Genetic engineering', 'an organism', 'a scientific technique that involves manipulating the DNA genetic material of an organism']","[['Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering']]","[['https://upload.wikimedia.org/wikipedia/commons/e/eb/Genetic_engineering_subtypes.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Genetic_engineering_logo.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Genetic_Manipulation.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Bacteria_used_to_make_wheat_seeds_nearly_immune_to_wheat_take-all.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Biotechnology_%26_Genetic_Engineering_Department_at_Jahangirnagar_University%2CBangladesh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Figure_2_-_D._radiodurans_genetic_engineering.png', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Internacional_Centre_for_Genetic_Engineering_and_Biotechnology_%2851358889012%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Internacional_Centre_for_Genetic_Engineering_and_Biotechnology_%2851359640386%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Internacional_Centre_for_Genetic_Engineering_and_Biotechnology_%2851359638421%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Internacional_Centre_for_Genetic_Engineering_and_Biotechnology_%2851360651705%29.jpg']]"
0,"The human heart is a muscular organ located in the chest, slightly to the left","['the left', 'The human heart', 'the chest', 'a muscular organ', 'a muscular organ located in the chest , slightly to the left']","[['Muscular tissues', 'Muscular tissues', 'Comfort', 'Organs', 'Organs', 'Cisterns', 'Human organ', 'Human organ', 'Human organ', 'Human organ']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ea/1116_Muscle_of_the_Male_Perineum.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Cornea_muscle-ad_tendon_mice_cart-horse-surf.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/20-0081-748_USNS_Comfort_in_NYC_graphic_%2849836645463%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Gray490.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Monasterio_de_Santa_Mar%C3%ADa_de_Huerta%2C_Santa_Mar%C3%ADa_de_Huerta_Soria%2C_Espa%C3%B1a%2C_2015-12-28%2C_DD_18-20_HDR.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Cistern_Sauer_Beckmann_Farm_Texas_2023.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Human_Body_and_Internal_Organs_%28Labelled%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Male_with_organs.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Sketch_of_the_human_genitalia_empty.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Human_body_composition.JPG']]"
0,The laws of reflection and refraction describe how light behaves when it interacts with different surfaces or mediums,"['light behaves', 'different surfaces or mediums', 'The laws of reflection and refraction', 'The laws', 'reflection and refraction', 'light']","[['Light source', 'Light source', 'Light source', 'Sacs', 'light', 'light', 'light', 'light', 'light', 'light']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/USA_Antelope-Canyon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Emanation_1.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Chicago_Union_Station_1943.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Sacs_vocaux_d%27une_grenouille.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Ray_of_Light_Capture_d.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Light_spectrum_on_a_wall_caused_by_sunlight_going_through_prism_and_then_handmade_glass.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/General_introduction_to_light_attenuation_and_observation_of_natural_fluorescence_in_near-shore_marine_environments_-_12898_2008_104_MOESM4_ESM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Leds_sodium_spectrum_fr.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Electromagnetic_spectrum_bands.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/LUMA_Southern_Light_Project_Queenstown%2C_New_Zealand.jpg']]"
0,"Alpha, beta, and gamma radiation are three types of ionizing radiation, each with different properties and characteristics","['Alpha', 'each with different properties and characteristics', 'three types', 'gamma radiation', 'Alpha , beta , and gamma radiation', 'different properties and characteristics', 'three types of ionizing radiation , each with different properties and characteristics', 'beta', 'each', 'ionizing radiation']","[['Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays']]","[['https://upload.wikimedia.org/wikipedia/commons/3/35/Gamma_Ray_27x39_ENGLISH.png', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Gamma_ray_mean_free_path.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/GRETINA_Gamma_Ray_Detector.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Gamma_Ray_27x39_ENGLISH.tif', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Gamma_Ray_27x39_ENGLISH.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Pb-gamma-xs.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Alfa_beta_gamma_radiation_penetration_PT.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Alfa_beta_gamma_radiation_penetration_DE.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Alfa_beta_gamma_radiation_penetration_mk.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Alfa_beta_gamma_radiation_penetration_kr.svg']]"
0,The principles of genetic variation and adaptation are essential for understanding how species evolve and adapt to their environments,"['species', 'The principles', 'their environments', 'The principles of genetic variation and adaptation', 'genetic variation and adaptation']","[['Species', 'Weak interaction', 'New species', 'New species', 'New species', 'New species', 'New species', 'New species', 'New species', 'New species']]","[['https://upload.wikimedia.org/wikipedia/commons/1/12/Habitat_Fragmentation_Diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/StandardModel.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Description_of_Matricaria_chamomilla_in_Linnaei_Species_plantarum_1753_vol_2_p_891.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Descriptions_of_Some_New_Species_of_Devonian_Fossils_Page_4.png', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Descriptions_of_Some_New_Species_of_Devonian_Fossils_Page_1.png', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Descriptions_of_Some_New_Species_of_Devonian_Fossils_Page_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Descriptions_of_Some_New_Species_of_Devonian_Fossils_Page_3.png', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Descriptions_of_Some_New_Species_of_Devonian_Fossils_Page_5.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Descriptions_of_Some_New_Species_of_Devonian_Fossils_Page_9.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Descriptions_of_Some_New_Species_of_Devonian_Fossils_Page_6.png']]"
0,"Several factors can affect the rate of chemical reactions:

1","['the rate', 'the rate of chemical reactions', 'Several factors', 'chemical reactions']","[['Chemical reaction', 'Chemical reaction', 'Chemical reaction', 'soil', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/3/33/Epicocconone_fluorogenic_reaction_scheme.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/3-ALD-reaction-schemes.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chemical_reactions.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Soil_profile_0-125cm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Toluene_Bromonation_Reactions_V.2.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Small_molecule_activation_reactions_of_phosphasilene.tif', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Transmetallation_reactions_of_plumbylenes.png', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Insertion_reactions_of_plumbylenes.png']]"
0,The process of meiosis is a type of cell division that occurs in reproductive cells (gametes) to produce offspring,"['a type of cell division that occurs in reproductive cells gametes to produce offspring', 'reproductive cells gametes', 'gametes', 'reproductive cells', 'meiosis', 'cell division', 'a type', 'The process of meiosis', 'The process', 'offspring']","[['Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division']]","[['https://upload.wikimedia.org/wikipedia/commons/d/df/Three_cell_growth_types.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Animal_cell_cycle-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Cell_division_process.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Cell_proliferation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Asymmetric_cell_division_neuroblast.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Animal_cell_cycle-pt-br.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Cell_division.tif', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Animal_cell_cycle_%28editors_version%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Fungus_cell_cycle-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Animal_cell_cycle-zh-hant.svg']]"
0,The human endocrine system is a network of glands that produce and release hormones into the bloodstream,"['a network', 'glands that produce and release hormones into the bloodstream', 'the bloodstream', 'The human endocrine system', 'glands', 'hormones', 'a network of glands that produce and release hormones into the bloodstream']","[['Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone']]","[['https://upload.wikimedia.org/wikipedia/commons/3/34/HCG_hormone_11.tif', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Thyroid_hormone_synthesis.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Thyroid_hormone_synthesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Thyroid_hormone_synthesis-it.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Renin-Angiotensin_System.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Parathyroid_Hormone_Negative_Feedback.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Thyroid_hormone_synthesis_%28nl_NL%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/1817_The_Role_of_Parathyroid_Hormone_in_Maintaining_Blood_Calcium_Homeostasis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Diagram_showing_the_hormone_system_CRUK_303.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Kidney_nephron_molar_transport_diagram.svg']]"
0,The role of mitosis in cell division is to produce two identical daughter cells from a single parent cell,"['a single parent cell', 'cell division', 'The role of mitosis in cell division', 'The role', 'two identical daughter cells', 'mitosis']","[['Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division', 'Cell division']]","[['https://upload.wikimedia.org/wikipedia/commons/d/df/Three_cell_growth_types.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Animal_cell_cycle-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Cell_division_process.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Cell_proliferation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Asymmetric_cell_division_neuroblast.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Animal_cell_cycle-pt-br.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Cell_division.tif', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Animal_cell_cycle_%28editors_version%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Fungus_cell_cycle-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Animal_cell_cycle-zh-hant.svg']]"
